Ground,Margin,Match_Date,Team1,Team2,matchID,winner
Geelong,7 runs,20-Oct-22,Namibia,U.A.E.,1836,U.A.E.
Hobart,9 wickets,21-Oct-22,Ireland,West Indies,1837,Ireland
Hobart,5 wickets,21-Oct-22,Scotland,Zimbabwe,1838,Zimbabwe
Sydney,89 runs,22-Oct-22,Australia,New Zealand,1839,New Zealand
Perth,5 wickets,22-Oct-22,Afghanistan,England,1840,England
Hobart,9 wickets,23-Oct-22,Ireland,Sri Lanka,1841,Sri Lanka
Melbourne,4 wickets,23-Oct-22,India,Pakistan,1842,India
Hobart,9 runs,24-Oct-22,Bangladesh,Netherlands,1843,Bangladesh
Hobart,-,24-Oct-22,South Africa,Zimbabwe,1844,no result
Perth,7 wickets,25-Oct-22,Australia,Sri Lanka,1845,Australia
Melbourne,5 runs,26-Oct-22,England,Ireland,1846,Ireland
Sydney,104 runs,27-Oct-22,Bangladesh,South Africa,1847,South Africa
Sydney,56 runs,27-Oct-22,India,Netherlands,1848,India
Perth,1 run,27-Oct-22,Pakistan,Zimbabwe,1849,Zimbabwe
Sydney,65 runs,29-Oct-22,New Zealand,Sri Lanka,1850,New Zealand
Brisbane,3 runs,30-Oct-22,Bangladesh,Zimbabwe,1851,Bangladesh
Perth,6 wickets,30-Oct-22,Netherlands,Pakistan,1852,Pakistan
Perth,5 wickets,30-Oct-22,India,South Africa,1853,South Africa
Dar-es-Salaam,54 runs,31-Oct-22,Tanzania,Rwanda,1854,Tanzania
Brisbane,42 runs,31-Oct-22,Australia,Ireland,1855,Australia
Brisbane,6 wickets,1-Nov-22,Afghanistan,Sri Lanka,1856,Sri Lanka
Dar-es-Salaam,21 runs,1-Nov-22,Tanzania,Rwanda,1857,Tanzania
Brisbane,20 runs,1-Nov-22,England,New Zealand,1858,England
Adelaide,5 wickets,2-Nov-22,Netherlands,Zimbabwe,1859,Netherlands
Adelaide,5 runs,2-Nov-22,Bangladesh,India,1860,India
Sydney,33 runs,3-Nov-22,Pakistan,South Africa,1861,Pakistan
Adelaide,35 runs,4-Nov-22,Ireland,New Zealand,1862,New Zealand
Dar-es-Salaam,77 runs,4-Nov-22,Tanzania,Rwanda,1863,Tanzania
Adelaide,4 runs,4-Nov-22,Australia,Afghanistan,1864,Australia
Almeria,10 wickets,4-Nov-22,Germany,Italy,1865,Germany
Almeria,8 wickets,4-Nov-22,Germany,Italy,1866,Germany
Sydney,4 wickets,5-Nov-22,England,Sri Lanka,1867,England
Almeria,4 wickets,5-Nov-22,Spain,Italy,1868,Spain
Dar-es-Salaam,3 wickets,5-Nov-22,Tanzania,Rwanda,1869,Tanzania
Almeria,36 runs,5-Nov-22,Spain,Germany,1870,Germany
Adelaide,13 runs,6-Nov-22,Netherlands,South Africa,1871,Netherlands
Adelaide,5 wickets,6-Nov-22,Bangladesh,Pakistan,1872,Pakistan
Melbourne,71 runs,6-Nov-22,India,Zimbabwe,1873,India
Almeria,5 runs,6-Nov-22,Spain,Germany,1874,Spain
Dar-es-Salaam,10 wickets,6-Nov-22,Tanzania,Rwanda,1875,Tanzania
Almeria,33 runs,6-Nov-22,Spain,Italy,1876,Italy
Sydney,7 wickets,9-Nov-22,New Zealand,Pakistan,1877,Pakistan
Adelaide,10 wickets,10-Nov-22,England,India,1878,England
Melbourne,5 wickets,13-Nov-22,England,Pakistan,1879,England
Al Amerat,9 wickets,14-Nov-22,Oman,Saudi Arabia,1880,Oman
Al Amerat,4 wickets,14-Nov-22,Bahrain,Canada,1881,Canada
Al Amerat,66 runs,15-Nov-22,Canada,Saudi Arabia,1882,Canada
Al Amerat,6 wickets,15-Nov-22,Oman,Bahrain,1883,Bahrain
Al Amerat,53 runs,16-Nov-22,Bahrain,Saudi Arabia,1884,Bahrain
Al Amerat,1 run,16-Nov-22,Oman,Canada,1885,Canada
Kigali,31 runs,17-Nov-22,Lesotho,Mali,1886,Lesotho
Rwanda,5 wickets,17-Nov-22,Rwanda,Botswana,1887,Rwanda
Kigali,-,17-Nov-22,Botswana,Seychelles,1888,no result
Rwanda,-,17-Nov-22,Kenya,St Helena,1889,no result
Al Amerat,7 wickets,17-Nov-22,Oman,Saudi Arabia,1890,Oman
Al Amerat,8 wickets,17-Nov-22,Bahrain,Canada,1891,Bahrain
Kigali,10 wickets,18-Nov-22,Botswana,Lesotho,1892,Botswana
Rwanda,54 runs,18-Nov-22,Rwanda,St Helena,1893,Rwanda
Rwanda,-,18-Nov-22,Kenya,Malawi,1894,no result
Kigali,-,18-Nov-22,Mali,Seychelles,1895,no result
Al Amerat,45 runs,19-Nov-22,Canada,Saudi Arabia,1896,Canada
Al Amerat,106 runs,19-Nov-22,Oman,Bahrain,1897,Oman
Mount Maunganui,65 runs,20-Nov-22,New Zealand,India,1898,India
Rwanda,4 wickets,20-Nov-22,Botswana,Malawi,1899,Malawi
Kigali,10 wickets,20-Nov-22,Kenya,Mali,1900,Kenya
Kigali,7 wickets,20-Nov-22,Lesotho,Seychelles,1901,Lesotho
Rwanda,9 wickets,20-Nov-22,Rwanda,Kenya,1902,Kenya
Al Amerat,3 wickets,20-Nov-22,Oman,Canada,1903,Canada
Al Amerat,9 wickets,20-Nov-22,Bahrain,Saudi Arabia,1904,Saudi Arabia
Kigali,167 runs,21-Nov-22,Kenya,Lesotho,1905,Kenya
Rwanda,74 runs,21-Nov-22,Malawi,Mali,1906,Malawi
Rwanda,41 runs,21-Nov-22,Rwanda,Malawi,1907,Rwanda
Kigali,2 runs,21-Nov-22,Seychelles,St Helena,1908,St Helena
Al Amerat,32 runs,21-Nov-22,Bahrain,Saudi Arabia,1909,Saudi Arabia
Al Amerat,8 wickets,21-Nov-22,Oman,Canada,1910,Canada
Napier,-,22-Nov-22,New Zealand,India,1911,tied
Rwanda,5 wickets,22-Nov-22,Botswana,Mali,1912,Botswana
Kigali,45 runs,22-Nov-22,Lesotho,St Helena,1913,St Helena
Rwanda,-,22-Nov-22,Malawi,Seychelles,1914,no result
Kigali,-,22-Nov-22,Mali,St Helena,1915,no result
Rwanda,10 wickets,24-Nov-22,Malawi,St Helena,1916,Malawi
Kigali,75 runs,24-Nov-22,Rwanda,Seychelles,1917,Rwanda
Rwanda,8 wickets,24-Nov-22,Botswana,Kenya,1918,Kenya
Kigali,10 wickets,24-Nov-22,Rwanda,Mali,1919,Rwanda
Rwanda,60 runs,25-Nov-22,Botswana,St Helena,1920,Botswana
Kigali,118 runs,25-Nov-22,Lesotho,Malawi,1921,Malawi
Rwanda,7 wickets,25-Nov-22,Kenya,Seychelles,1922,Kenya
Kigali,-,25-Nov-22,Rwanda,Lesotho,1923,no result
Kigali,25 runs,1-Dec-22,Eswatini,Ghana,1924,Ghana
Rwanda,9 wickets,1-Dec-22,Sierra Leone,Tanzania,1925,Tanzania
Kigali,5 wickets,1-Dec-22,Eswatini,Gambia,1926,Eswatini
Rwanda,8 wickets,1-Dec-22,Mozambique,Nigeria,1927,Nigeria
Kigali,7 wickets,2-Dec-22,Ghana,Mozambique,1928,Mozambique
Rwanda,6 wickets,2-Dec-22,Nigeria,Sierra Leone,1929,Nigeria
Rwanda,1 wicket,2-Dec-22,Cameroon,Sierra Leone,1930,Sierra Leone
Kigali,9 wickets,2-Dec-22,Eswatini,Mozambique,1931,Mozambique
Rwanda,9 wickets,4-Dec-22,Cameroon,Mozambique,1932,Mozambique
Kigali,118 runs,4-Dec-22,Eswatini,Nigeria,1933,Nigeria
Kigali,9 wickets,4-Dec-22,Gambia,Nigeria,1934,Nigeria
Rwanda,4 wickets,4-Dec-22,Ghana,Tanzania,1935,Tanzania
Kigali,4 runs,5-Dec-22,Eswatini,Sierra Leone,1936,Sierra Leone
Rwanda,6 wickets,5-Dec-22,Mozambique,Tanzania,1937,Tanzania
Rwanda,17 runs,5-Dec-22,Cameroon,Nigeria,1938,Nigeria
Kigali,18 runs,5-Dec-22,Ghana,Sierra Leone,1939,Sierra Leone
Kigali,8 wickets,6-Dec-22,Gambia,Sierra Leone,1940,Sierra Leone
Rwanda,66 runs,6-Dec-22,Eswatini,Tanzania,1941,Tanzania
Kigali,107 runs,6-Dec-22,Cameroon,Ghana,1942,Ghana
Rwanda,10 wickets,6-Dec-22,Gambia,Tanzania,1943,Tanzania
Kigali,-,8-Dec-22,Cameroon,Eswatini,1944,no result
Rwanda,138 runs,8-Dec-22,Gambia,Ghana,1945,Ghana
Kigali,40 runs,8-Dec-22,Gambia,Mozambique,1946,Mozambique
Rwanda,-,8-Dec-22,Nigeria,Tanzania,1947,no result
Kigali,11 runs,9-Dec-22,Cameroon,Gambia,1948,Gambia
Rwanda,5 wickets,9-Dec-22,Mozambique,Sierra Leone,1949,Mozambique
Kigali,184 runs,9-Dec-22,Cameroon,Tanzania,1950,Tanzania
Rwanda,6 wickets,9-Dec-22,Ghana,Nigeria,1951,Nigeria
Rwanda,66 runs,13-Dec-22,Rwanda,Tanzania,1952,Tanzania
Rwanda,5 wickets,13-Dec-22,Rwanda,Tanzania,1953,Tanzania
Rwanda,85 runs,14-Dec-22,Rwanda,Uganda,1954,Uganda
Rwanda,-,14-Dec-22,Tanzania,Uganda,1955,no result
Bangi,11 runs,15-Dec-22,Malaysia,Bahrain,1956,Malaysia
Bangi,5 wickets,15-Dec-22,Qatar,Singapore,1957,Qatar
Rwanda,133 runs,15-Dec-22,Rwanda,Uganda,1958,Uganda
Rwanda,13 runs,15-Dec-22,Tanzania,Uganda,1959,Uganda
Bangi,8 wickets,16-Dec-22,Malaysia,Qatar,1960,Malaysia
Bangi,-,16-Dec-22,Bahrain,Singapore,1961,tied
Rwanda,97 runs,16-Dec-22,Rwanda,Uganda,1962,Uganda
Rwanda,1 run,16-Dec-22,Rwanda,Tanzania,1963,Rwanda
Bangi,13 runs,18-Dec-22,Bahrain,Qatar,1964,Bahrain
Bangi,120 runs,18-Dec-22,Malaysia,Singapore,1965,Malaysia
Rwanda,2 runs,18-Dec-22,Tanzania,Uganda,1966,Uganda
Rwanda,6 wickets,18-Dec-22,Rwanda,Tanzania,1967,Tanzania
Bangi,8 wickets,19-Dec-22,Qatar,Singapore,1968,Qatar
Bangi,7 wickets,19-Dec-22,Malaysia,Bahrain,1969,Malaysia
Rwanda,5 wickets,19-Dec-22,Tanzania,Uganda,1970,Tanzania
Rwanda,9 wickets,19-Dec-22,Rwanda,Uganda,1971,Uganda
Rwanda,31 runs,20-Dec-22,Rwanda,Tanzania,1972,Tanzania
Rwanda,7 wickets,20-Dec-22,Rwanda,Uganda,1973,Uganda
Bangi,6 wickets,21-Dec-22,Bahrain,Singapore,1974,Bahrain
Bangi,-,21-Dec-22,Malaysia,Qatar,1975,no result
Bangi,143 runs,22-Dec-22,Malaysia,Singapore,1976,Malaysia
Bangi,-,22-Dec-22,Bahrain,Qatar,1977,no result
Rwanda,28 runs,22-Dec-22,Rwanda,Tanzania,1978,Tanzania
Rwanda,7 runs,22-Dec-22,Tanzania,Uganda,1979,Uganda
Bangi,9 wickets,23-Dec-22,Qatar,Singapore,1980,Qatar
Bangi,6 wickets,23-Dec-22,Malaysia,Bahrain,1981,Bahrain
Rwanda,3 runs,23-Dec-22,Rwanda,Uganda,1982,Uganda
Rwanda,-,23-Dec-22,Tanzania,Uganda,1983,no result
Wankhede,2 runs,3-Jan-23,India,Sri Lanka,1984,India
Pune,16 runs,5-Jan-23,India,Sri Lanka,1985,Sri Lanka
Rajkot,91 runs,7-Jan-23,India,Sri Lanka,1986,India
Harare,5 wickets,12-Jan-23,Zimbabwe,Ireland,1987,Zimbabwe
Harare,6 wickets,14-Jan-23,Zimbabwe,Ireland,1988,Ireland
Harare,4 wickets,15-Jan-23,Zimbabwe,Ireland,1989,Zimbabwe
Ranchi,21 runs,27-Jan-23,India,New Zealand,1990,New Zealand
Lucknow,6 wickets,29-Jan-23,India,New Zealand,1991,India
Ahmedabad,168 runs,1-Feb-23,India,New Zealand,1992,India
Abu Dhabi,5 wickets,16-Feb-23,U.A.E.,Afghanistan,1993,Afghanistan
Abu Dhabi,9 wickets,18-Feb-23,U.A.E.,Afghanistan,1994,U.A.E.
Abu Dhabi,6 wickets,19-Feb-23,U.A.E.,Afghanistan,1995,Afghanistan
Buenos Aires,6 wickets,21-Feb-23,Argentina,Bermuda,1996,Bermuda
Buenos Aires,107 runs,22-Feb-23,Argentina,Bermuda,1997,Bermuda
Cartagena,81 runs,24-Feb-23,Spain,Isle of Man,1998,Spain
Cartagena,-,24-Feb-23,Spain,Isle of Man,1999,no result
Cartagena,8 wickets,25-Feb-23,Spain,Isle of Man,2000,Spain
Cartagena,6 wickets,25-Feb-23,Spain,Isle of Man,2001,Spain
Buenos Aires,53 runs,25-Feb-23,Argentina,Panama,2002,Panama
Buenos Aires,96 runs,25-Feb-23,Bermuda,Cayman Is,2003,Bermuda
Cartagena,7 wickets,26-Feb-23,Spain,Isle of Man,2004,Spain
Cartagena,10 wickets,26-Feb-23,Spain,Isle of Man,2005,Spain
Buenos Aires,4 wickets,26-Feb-23,Bahamas,Panama,2006,Bahamas
Buenos Aires,110 runs,26-Feb-23,Argentina,Bermuda,2007,Bermuda
Buenos Aires,31 runs,28-Feb-23,Bahamas,Cayman Is,2008,Cayman Is
Buenos Aires,60 runs,28-Feb-23,Bermuda,Panama,2009,Bermuda
Buenos Aires,12 runs,2-Mar-23,Cayman Is,Panama,2010,Cayman Is
Buenos Aires,43 runs,2-Mar-23,Argentina,Bahamas,2011,Argentina
Buenos Aires,9 wickets,4-Mar-23,Bahamas,Bermuda,2012,Bermuda
Buenos Aires,3 wickets,4-Mar-23,Argentina,Cayman Is,2013,Cayman Is
Mong Kok,3 wickets,8-Mar-23,Kuwait,Malaysia,2014,Malaysia
Mong Kok,15 runs,8-Mar-23,Hong Kong,Bahrain,2015,Hong Kong
Mong Kok,53 runs,9-Mar-23,Bahrain,Malaysia,2016,Malaysia
Mong Kok,11 runs,9-Mar-23,Hong Kong,Kuwait,2017,Hong Kong
Chattogram,6 wickets,9-Mar-23,Bangladesh,England,2018,Bangladesh
Mong Kok,4 wickets,11-Mar-23,Bahrain,Kuwait,2019,Bahrain
Mong Kok,4 wickets,11-Mar-23,Hong Kong,Malaysia,2020,Hong Kong
Mong Kok,6 wickets,12-Mar-23,Bahrain,Kuwait,2021,Kuwait
Mong Kok,39 runs,12-Mar-23,Hong Kong,Malaysia,2022,Hong Kong
Mirpur,4 wickets,12-Mar-23,Bangladesh,England,2023,Bangladesh
Suva,17 runs,13-Mar-23,Samoa,Vanuatu,2024,Vanuatu
Suva,66 runs,14-Mar-23,Fiji,Samoa,2025,Fiji
Mirpur,16 runs,14-Mar-23,Bangladesh,England,2026,Bangladesh
Suva,102 runs,16-Mar-23,Fiji,Vanuatu,2027,Vanuatu
Suva,26 runs,17-Mar-23,Fiji,Vanuatu,2028,Vanuatu
Suva,22 runs,18-Mar-23,Fiji,Samoa,2029,Fiji
Sharjah,6 wickets,24-Mar-23,Afghanistan,Pakistan,2030,Afghanistan
Centurion,3 wickets,25-Mar-23,South Africa,West Indies,2031,West Indies
Centurion,6 wickets,26-Mar-23,South Africa,West Indies,2032,South Africa
Sharjah,7 wickets,26-Mar-23,Afghanistan,Pakistan,2033,Afghanistan
Chattogram,22 runs,27-Mar-23,Bangladesh,Ireland,2034,Bangladesh
Sharjah,66 runs,27-Mar-23,Afghanistan,Pakistan,2035,Pakistan
Johannesburg,7 runs,28-Mar-23,South Africa,West Indies,2036,West Indies
Chattogram,77 runs,29-Mar-23,Bangladesh,Ireland,2037,Bangladesh
Chattogram,7 wickets,31-Mar-23,Bangladesh,Ireland,2038,Ireland
Auckland,-,2-Apr-23,New Zealand,Sri Lanka,2039,tied
Dunedin,9 wickets,5-Apr-23,New Zealand,Sri Lanka,2040,New Zealand
Queenstown,4 wickets,8-Apr-23,New Zealand,Sri Lanka,2041,New Zealand
Albergaria,124 runs,10-Apr-23,Portugal,Gibraltar,2042,Portugal
Albergaria,5 wickets,11-Apr-23,Portugal,Gibraltar,2043,Portugal
Albergaria,5 wickets,11-Apr-23,Portugal,Gibraltar,2044,Portugal
Lahore,88 runs,14-Apr-23,Pakistan,New Zealand,2045,Pakistan
Lahore,38 runs,15-Apr-23,Pakistan,New Zealand,2046,Pakistan
Lahore,4 runs,17-Apr-23,Pakistan,New Zealand,2047,New Zealand
Rawalpindi,-,20-Apr-23,Pakistan,New Zealand,2048,no result
Rawalpindi,6 wickets,24-Apr-23,Pakistan,New Zealand,2049,New Zealand
Phnom Penh,32 runs,1-May-23,Indonesia,Thailand,2050,Indonesia
Phnom Penh,94 runs,2-May-23,Indonesia,Malaysia,2051,Malaysia
Phnom Penh,87 runs,3-May-23,Philippines,Singapore,2052,Singapore
Phnom Penh,8 wickets,4-May-23,Malaysia,Thailand,2053,Malaysia
Phnom Penh,15 runs,4-May-23,Cambodia,Singapore,2054,Cambodia
Gibraltar,84 runs,4-May-23,Malta,Portugal,2055,Portugal
Gibraltar,7 wickets,4-May-23,Gibraltar,Portugal,2056,Portugal
Gibraltar,17 runs,5-May-23,Malta,Portugal,2057,Portugal
Gibraltar,43 runs,5-May-23,Gibraltar,Malta,2058,Gibraltar
Gibraltar,80 runs,6-May-23,Gibraltar,Malta,2059,Gibraltar
Gibraltar,9 wickets,6-May-23,Gibraltar,Portugal,2060,Portugal
Gibraltar,7 wickets,6-May-23,Malta,Portugal,2061,Portugal
Gibraltar,1 wicket,7-May-23,Gibraltar,Portugal,2062,Portugal
Gibraltar,1 run,7-May-23,Gibraltar,Malta,2063,Malta
Phnom Penh,8 runs,10-May-23,Cambodia,Philippines,2064,Cambodia
Phnom Penh,15 runs,11-May-23,Indonesia,Singapore,2065,Singapore
Phnom Penh,12 runs,11-May-23,Cambodia,Malaysia,2066,Cambodia
Brondby,9 wickets,18-May-23,Denmark,Norway,2067,Denmark
Brondby,72 runs,18-May-23,Denmark,Finland,2068,Denmark
Glostrup,75 runs,18-May-23,Norway,Sweden,2069,Norway
Brondby,10 wickets,19-May-23,Denmark,Sweden,2070,Sweden
Glostrup,30 runs,19-May-23,Finland,Norway,2071,Norway
Brondby,8 wickets,19-May-23,Denmark,Finland,2072,Denmark
Glostrup,53 runs,19-May-23,Norway,Sweden,2073,Sweden
Brondby,7 runs,20-May-23,Finland,Sweden,2074,Finland
Glostrup,7 wickets,20-May-23,Finland,Norway,2075,Norway
Glostrup,-,21-May-23,Finland,Sweden,2076,tied
Benoni,53 runs,27-May-23,Eswatini,Malawi,2077,Malawi
Benoni,9 wickets,28-May-23,Malawi,Mozambique,2078,Malawi
Benoni,107 runs,29-May-23,Botswana,Eswatini,2079,Botswana
Benoni,100 runs,30-May-23,Botswana,Malawi,2080,Botswana
Benoni,6 wickets,30-May-23,Eswatini,Mozambique,2081,Mozambique
Benoni,7 wickets,1-Jun-23,Botswana,Mozambique,2082,Botswana
Nairobi (Gym),3 wickets,9-Jun-23,Kenya,Rwanda,2083,Kenya
Nairobi (Gym),6 wickets,9-Jun-23,Botswana,Uganda,2084,Uganda
Krefeld,6 runs,9-Jun-23,Germany,Belgium,2085,Germany
Nairobi (Gym),33 runs,10-Jun-23,Botswana,Rwanda,2086,Botswana
Krefeld,5 wickets,10-Jun-23,Germany,Belgium,2087,Germany
Nairobi (Gym),88 runs,10-Jun-23,Kenya,Uganda,2088,Kenya
Vinor,9 runs,10-Jun-23,Czech Rep.,Hungary,2089,Czech Rep.
Krefeld,4 wickets,10-Jun-23,Germany,Belgium,2090,Germany
Nairobi (Gym),8 wickets,11-Jun-23,Kenya,Botswana,2091,Kenya
Vinor,-,11-Jun-23,Czech Rep.,Hungary,2092,tied
Krefeld,8 wickets,11-Jun-23,Germany,Belgium,2093,Germany
Nairobi (Gym),8 wickets,11-Jun-23,Rwanda,Uganda,2094,Uganda
Vinor,3 wickets,11-Jun-23,Czech Rep.,Hungary,2095,Czech Rep.
Nairobi (Gym),27 runs,13-Jun-23,Botswana,Rwanda,2096,Rwanda
Nairobi (Gym),47 runs,13-Jun-23,Kenya,Uganda,2097,Uganda
Nairobi (Gym),64 runs,14-Jun-23,Botswana,Uganda,2098,Uganda
Nairobi (Gym),7 wickets,14-Jun-23,Kenya,Rwanda,2099,Kenya
Nairobi (Gym),7 wickets,15-Jun-23,Rwanda,Uganda,2100,Uganda
Nairobi (Gym),30 runs,15-Jun-23,Kenya,Botswana,2101,Botswana
Nairobi (Gym),7 wickets,17-Jun-23,Botswana,Uganda,2102,Uganda
Nairobi (Gym),7 wickets,17-Jun-23,Kenya,Rwanda,2103,Kenya
Nairobi (Gym),7 wickets,18-Jun-23,Botswana,Rwanda,2104,Rwanda
Nairobi (Gym),5 wickets,18-Jun-23,Kenya,Uganda,2105,Uganda
Nairobi (Gym),6 wickets,19-Jun-23,Kenya,Botswana,2106,Kenya
Nairobi (Gym),94 runs,19-Jun-23,Rwanda,Uganda,2107,Uganda
Nairobi (Gym),1 run,21-Jun-23,Kenya,Uganda,2108,Uganda
Sofia,70 runs,23-Jun-23,Serbia,Turkey,2109,Serbia
Sofia,9 wickets,23-Jun-23,Bulgaria,Croatia,2110,Bulgaria
Sofia,5 wickets,23-Jun-23,Bulgaria,Serbia,2111,Serbia
Sofia,8 wickets,24-Jun-23,Croatia,Turkey,2112,Turkey
Walferdange,3 wickets,24-Jun-23,Luxembourg,Switzerland,2113,Luxembourg
Sofia,9 wickets,24-Jun-23,Croatia,Serbia,2114,Serbia
Sofia,8 wickets,24-Jun-23,Bulgaria,Turkey,2115,Bulgaria
Sofia,-,25-Jun-23,Croatia,Turkey,2116,no result
Walferdange,8 wickets,25-Jun-23,Luxembourg,Switzerland,2117,Switzerland
Sofia,-,25-Jun-23,Bulgaria,Serbia,2118,no result
Deventer,6 wickets,29-Jun-23,Austria,Germany,2119,Germany
Deventer,8 wickets,30-Jun-23,Austria,Germany,2120,Germany
St Martin,7 wickets,7-Jul-23,Jersey,Guernsey,2121,Jersey
St Martin,4 wickets,8-Jul-23,Jersey,Guernsey,2122,Jersey
Castletown,6 wickets,9-Jul-23,Isle of Man,Austria,2123,Isle of Man
Castletown,5 wickets,9-Jul-23,Isle of Man,Austria,2124,Isle of Man
Marsa,9 runs,10-Jul-23,Malta,France,2125,France
Marsa,4 runs,10-Jul-23,Malta,France,2126,Malta
Castletown,-,10-Jul-23,Isle of Man,Austria,2127,no result
Marsa,42 runs,11-Jul-23,Malta,Luxembourg,2128,Malta
Marsa,51 runs,11-Jul-23,France,Luxembourg,2129,France
Marsa,4 wickets,12-Jul-23,Malta,Luxembourg,2130,Luxembourg
Marsa,9 wickets,12-Jul-23,France,Luxembourg,2131,France
Marsa,30 runs,12-Jul-23,Malta,France,2132,France
Marsa,6 wickets,13-Jul-23,Malta,Luxembourg,2133,Malta
Marsa,6 wickets,13-Jul-23,Romania,Switzerland,2134,Switzerland
Marsa,88 runs,13-Jul-23,France,Romania,2135,France
Marsa,8 wickets,14-Jul-23,Luxembourg,Switzerland,2136,Switzerland
Marsa,41 runs,14-Jul-23,Malta,Romania,2137,Malta
Sylhet,2 wickets,14-Jul-23,Bangladesh,Afghanistan,2138,Bangladesh
Marsa,6 wickets,14-Jul-23,France,Switzerland,2139,Switzerland
Marsa,7 wickets,15-Jul-23,Luxembourg,Romania,2140,Luxembourg
Marsa,6 wickets,15-Jul-23,Malta,Switzerland,2141,Switzerland
Marsa,4 wickets,15-Jul-23,France,Luxembourg,2142,Luxembourg
Marsa,7 wickets,16-Jul-23,Malta,France,2143,Malta
Marsa,7 wickets,16-Jul-23,Luxembourg,Romania,2144,Romania
Sylhet,6 wickets,16-Jul-23,Bangladesh,Afghanistan,2145,Bangladesh
Marsa,6 wickets,16-Jul-23,Malta,Switzerland,2146,Switzerland
Edinburgh,8 wickets,20-Jul-23,Austria,Jersey,2147,Jersey
Edinburgh (Golden),7 runs,20-Jul-23,Ireland,Italy,2148,Ireland
Edinburgh (Golden),72 runs,20-Jul-23,Scotland,Germany,2149,Scotland
Edinburgh,9 wickets,21-Jul-23,Denmark,Ireland,2150,Ireland
Edinburgh (Golden),9 wickets,21-Jul-23,Austria,Germany,2151,Germany
Edinburgh,14 runs,21-Jul-23,Scotland,Jersey,2152,Scotland
Port Moresby,53 runs,22-Jul-23,Japan,Philippines,2153,Japan
Port Moresby,9 wickets,22-Jul-23,P.N.G.,Vanuatu,2154,P.N.G.
Port Moresby,21 runs,23-Jul-23,Japan,Vanuatu,2155,Japan
Port Moresby,117 runs,23-Jul-23,P.N.G.,Philippines,2156,P.N.G.
Edinburgh,128 runs,23-Jul-23,Austria,Ireland,2157,Ireland
Edinburgh (Golden),25 runs,23-Jul-23,Italy,Jersey,2158,Italy
Edinburgh,6 wickets,23-Jul-23,Denmark,Germany,2159,Germany
Edinburgh,155 runs,24-Jul-23,Scotland,Italy,2160,Scotland
Edinburgh (Golden),8 wickets,24-Jul-23,Austria,Denmark,2161,Denmark
Edinburgh (Golden),9 wickets,24-Jul-23,Ireland,Jersey,2162,Ireland
Port Moresby,6 wickets,25-Jul-23,Philippines,Vanuatu,2163,Philippines
Port Moresby,6 wickets,25-Jul-23,P.N.G.,Japan,2164,P.N.G.
Edinburgh,26 runs,25-Jul-23,Denmark,Italy,2165,Italy
Edinburgh (Golden),166 runs,25-Jul-23,Scotland,Austria,2166,Scotland
Edinburgh,51 runs,25-Jul-23,Germany,Jersey,2167,Jersey
Port Moresby,39 runs,26-Jul-23,P.N.G.,Vanuatu,2168,P.N.G.
Kuala Lumpur,8 wickets,26-Jul-23,Malaysia,China,2169,Malaysia
Port Moresby,33 runs,26-Jul-23,Japan,Philippines,2170,Japan
Kuala Lumpur,31 runs,26-Jul-23,Bhutan,Myanmar,2171,Bhutan
Kuala Lumpur,9 wickets,27-Jul-23,China,Thailand,2172,Thailand
Kuala Lumpur,75 runs,27-Jul-23,Malaysia,Bhutan,2173,Malaysia
Edinburgh,33 runs,27-Jul-23,Scotland,Denmark,2174,Scotland
Port Moresby,5 wickets,28-Jul-23,Japan,Vanuatu,2175,Vanuatu
Kuala Lumpur,101 runs,28-Jul-23,Myanmar,Thailand,2176,Thailand
Port Moresby,100 runs,28-Jul-23,P.N.G.,Philippines,2177,P.N.G.
Edinburgh,4 wickets,28-Jul-23,Germany,Italy,2178,Italy
Edinburgh (Golden),28 runs,28-Jul-23,Denmark,Jersey,2179,Jersey
Edinburgh,8 runs,28-Jul-23,Scotland,Ireland,2180,Scotland
Port Moresby,3 wickets,29-Jul-23,Philippines,Vanuatu,2181,Vanuatu
Port Moresby,6 wickets,29-Jul-23,P.N.G.,Japan,2182,P.N.G.
Kuala Lumpur,95 runs,30-Jul-23,Bhutan,China,2183,Bhutan
Kuala Lumpur,184 runs,30-Jul-23,Malaysia,Myanmar,2184,Malaysia
Kuala Lumpur,8 wickets,31-Jul-23,Bhutan,Thailand,2185,Thailand
Kuala Lumpur,5 wickets,31-Jul-23,China,Myanmar,2186,China
Kuala Lumpur,7 wickets,1-Aug-23,Malaysia,Thailand,2187,Malaysia
Tarouba,4 runs,3-Aug-23,West Indies,India,2188,West Indies
Szodliget,145 runs,5-Aug-23,Hungary,Croatia,2189,Hungary
Szodliget,7 wickets,6-Aug-23,Hungary,Croatia,2190,Hungary
Providence,2 wickets,6-Aug-23,West Indies,India,2191,West Indies
Providence,7 wickets,8-Aug-23,West Indies,India,2192,India
Lauderhill,9 wickets,12-Aug-23,India,West Indies,2193,India
Lauderhill,8 wickets,13-Aug-23,India,West Indies,2194,West Indies
Deventer,9 wickets,14-Aug-23,Germany,Guernsey,2195,Germany
Deventer,5 wickets,14-Aug-23,Germany,Guernsey,2196,Guernsey
Deventer,10 runs,15-Aug-23,Germany,Guernsey,2197,Guernsey
Dubai (DICS),19 runs,17-Aug-23,U.A.E.,New Zealand,2198,New Zealand
